"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"4922","C20084",784,783,"+",4.5043523304393e-07,0.000723521969677003,100
"11753","C22384",1331,1330,"+",3.0592640634369e-07,0.000540064732186946,-100
"13290","C22628",1624,1623,"+",4.00617913069118e-07,0.000661900755920457,100
"55229","C26960",2379,2378,"+",4.91207387759113e-07,0.000774058030625284,100
"85764","C28982",4932,4931,"+",4.65675522883759e-08,0.000133979839679789,100
"106581","C29914",4054,4053,"+",6.98951223688852e-08,0.000181592937878392,-100
"106582","C29914",4055,4054,"+",6.3334844785763e-18,7.02075003495683e-13,-100
"108585","C29976",652,651,"+",7.98927711183157e-10,5.77579417486167e-06,-100
"115974","C30322",3485,3484,"+",1.18535587643139e-07,0.000269481607712966,-100
"115976","C30322",3602,3601,"+",1.92296598273177e-07,0.000385715592480511,-100
"177754","C32984",5073,5072,"+",4.98546736263789e-08,0.0001400467434149,-100
"193812","C33708",8310,8309,"+",1.03544322147095e-07,0.000243617467309552,100
"199938","C34158",8562,8561,"+",2.24346031318706e-07,0.000427815815562569,100
"202434","C34256",15596,15595,"+",9.98501748126939e-08,0.000237944504008117,100
"263295","scaffold100",645220,645219,"+",1.92296598273176e-07,0.000385715592480511,-100
"263896","scaffold100",676767,676766,"+",4.9925087406347e-08,0.0001400467434149,100
"293675","scaffold1004",438046,438045,"+",6.87650670708678e-09,3.05321560755839e-05,-100
"318653","scaffold1009",963656,963655,"+",1.92296598273176e-07,0.000385715592480511,100
"327649","scaffold1009",1445243,1445242,"+",1.44782753478406e-07,0.000314339045744086,-100
"341803","scaffold101",170458,170457,"+",6.4009217327295e-07,0.000936167644113461,100
"383832","scaffold1017",395468,395467,"+",1.29430402683869e-07,0.000288401446883955,100
"409234","scaffold102",107846,107845,"+",1.82363934074417e-09,1.08697733389702e-05,-100
"409259","scaffold102",108202,108201,"+",1.03544322147095e-07,0.000243617467309552,-100
"409263","scaffold102",108299,108298,"+",1.18535587643139e-07,0.000269481607712966,-100
"409270","scaffold102",108463,108462,"+",8.57042624783542e-10,6.11344181617215e-06,-100
"409271","scaffold102",108469,108468,"+",8.5704262478354e-10,6.11344181617215e-06,-100
"409287","scaffold102",108947,108946,"+",7.08614143832018e-09,3.12908409693056e-05,-100
"409301","scaffold102",109073,109072,"+",1.88262403903809e-07,0.000382073767409647,-100
"409346","scaffold102",110137,110136,"+",6.40705288381449e-07,0.000936354351600055,-100
"409394","scaffold102",110678,110677,"+",5.09877343906151e-07,0.00078534622281777,-100
"434844","scaffold102",1287051,1287050,"+",5.38802532492594e-10,4.19729057886436e-06,100
"450112","scaffold1021",40392,40391,"+",1.44782753478406e-07,0.000314339045744086,100
"450731","scaffold1021",65347,65346,"+",1.28934500757877e-08,4.97445278272816e-05,100
"459154","scaffold1021",484590,484589,"+",7.6201449199161e-08,0.000193138397011582,100
"463661","scaffold1021",749255,749254,"+",6.4009217327295e-07,0.000936167644113461,100
"467513","scaffold1024",215504,215503,"+",1.03544322147095e-07,0.000243617467309552,100
